CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
IND-01833,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,23.06,161.07,No
IND-01834,Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,76.49,4975.4,No
IND-01835,Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.46,970.62,Yes
IND-01836,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.34,686.3,Yes
IND-01837,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,114.61,4526.75,Yes
IND-01838,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,22.22,20.97,Yes
IND-01839,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.38,1361.73,No
IND-01840,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.63,2377.15,No
IND-01841,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,78.73,2822.86,No
IND-01842,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.0,4235.56,Yes
IND-01843,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.04,1165.39,Yes
IND-01844,Female,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,32.18,1587.22,No
IND-01845,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,20.43,824.25,No
IND-01846,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,59.6,2250.15,No
IND-01847,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.74,959.23,No
IND-01848,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.49,1692.46,No
IND-01849,Female,0,Yes,Yes,8,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.61,265.18,Yes
IND-01850,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,51.51,735.88,Yes
IND-01851,Male,0,Yes,No,62,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.66,5247.37,No
IND-01852,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.65,3758.72,Yes
IND-01853,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.02,5765.38,Yes
IND-01854,Female,0,No,No,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,82.59,3319.71,No
IND-01855,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,41.62,908.01,No
IND-01856,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),106.07,5865.57,Yes
IND-01857,Female,1,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,111.15,6070.99,Yes
IND-01858,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.02,4959.44,No
IND-01859,Female,1,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.05,440.36,Yes
IND-01860,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),106.26,5030.72,Yes
IND-01861,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.53,4230.95,No
IND-01862,Female,0,No,Yes,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.28,5190.65,No
IND-01863,Male,0,No,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.23,469.17,Yes
IND-01864,Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.19,2984.44,Yes
IND-01865,Female,0,No,Yes,58,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,81.79,4813.88,No
IND-01866,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.62,1205.72,No
IND-01867,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,64.64,2592.77,Yes
IND-01868,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,102.53,6672.27,No
IND-01869,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),43.27,2299.99,No
IND-01870,Female,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.41,2649.25,No
IND-01871,Female,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,95.37,3838.3,No
IND-01872,Male,0,No,No,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.83,5926.94,No
IND-01873,Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.45,859.41,Yes
IND-01874,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,64.48,2402.27,No
IND-01875,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.67,678.21,No
IND-01876,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.5,1433.28,No
IND-01877,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),113.92,6296.69,No
IND-01878,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),82.38,2726.14,Yes
IND-01879,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),106.99,406.69,Yes
IND-01880,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),105.73,7124.79,No
IND-01881,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.6,1338.91,No
IND-01882,Female,0,No,No,61,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,27.66,1672.21,No
IND-01883,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.67,3464.23,Yes
IND-01884,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),104.7,2162.0,No
IND-01885,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.98,2049.46,Yes
IND-01886,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,108.0,6166.89,No
IND-01887,Male,1,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,54.87,1871.17,Yes
IND-01888,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.26,352.96,Yes
IND-01889,Female,0,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.04,2070.75,Yes
IND-01890,Female,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),63.74,1811.7,No
IND-01891,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.42,1684.23,Yes
IND-01892,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.59,4642.74,Yes
IND-01893,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.28,440.84,Yes
IND-01894,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.13,1413.04,No
IND-01895,Female,1,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,79.81,5632.95,No
IND-01896,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.86,384.56,No
IND-01897,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.19,2267.37,No
IND-01898,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.81,1332.49,No
IND-01899,Male,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.12,3455.52,Yes
IND-01900,Female,1,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.47,3858.97,No
IND-01901,Female,1,No,Yes,32,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.87,1918.3,No
IND-01902,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,100.23,6414.68,No
IND-01903,Female,1,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.55,2994.93,Yes
IND-01904,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.1,3934.39,No
IND-01905,Female,1,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,44.37,2436.1,No
IND-01906,Male,0,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),59.35,1538.88,No
IND-01907,Female,0,No,No,22,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),42.0,892.65,No
IND-01908,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,37.87,1346.5,No
IND-01909,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.04,1083.99,No
IND-01910,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.06,4319.86,No
IND-01911,Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.7,493.05,Yes
IND-01912,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,34.51,2167.3,No
IND-01913,Female,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),76.15,1681.87,No
IND-01914,Male,0,No,No,56,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.41,4045.67,No
IND-01915,Male,1,Yes,No,21,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.3,1613.1,No
IND-01916,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.43,3205.45,No
IND-01917,Female,1,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),28.11,172.56,No
IND-01918,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),60.68,2035.34,No
IND-01919,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),51.22,1382.94,No
IND-01920,Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.69,1915.08,No
IND-01921,Female,0,Yes,No,14,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.6,1141.27,No
IND-01922,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,86.39,4097.0,No
IND-01923,Female,0,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.39,4736.49,Yes
IND-01924,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.83,3528.93,Yes
IND-01925,Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,49.47,3061.33,No
IND-01926,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),72.84,225.71,Yes
IND-01927,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,82.82,1222.59,Yes
IND-01928,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.63,2544.06,Yes
IND-01929,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.17,976.45,Yes
IND-01930,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),101.05,4095.01,No
IND-01931,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,82.45,1667.43,No
IND-01932,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),36.87,772.94,Yes
IND-01933,Female,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.05,3470.34,No
IND-01934,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,115.36,6609.18,No
IND-01935,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.82,233.92,Yes
IND-01936,Female,0,No,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.19,924.8,Yes
IND-01937,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.89,833.54,No
IND-01938,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,117.52,5394.94,No
IND-01939,Male,0,No,Yes,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),40.93,1928.93,No
IND-01940,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,115.18,3093.28,No
IND-01941,Male,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,24.92,654.07,No
IND-01942,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,77.09,4343.14,Yes
IND-01943,Female,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),37.69,586.45,Yes
IND-01944,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.9,3746.48,No
IND-01945,Female,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.03,5576.59,No
IND-01946,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.52,2115.92,No
IND-01947,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),59.84,2013.81,No
IND-01948,Male,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),24.61,245.73,No
IND-01949,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,76.99,81.04,Yes
IND-01950,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.73,5258.52,No
IND-01951,Male,0,Yes,No,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.18,1367.06,Yes
IND-01952,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),110.47,5126.37,Yes
IND-01953,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,29.16,694.78,No
IND-01954,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.65,3146.39,Yes
IND-01955,Female,1,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.35,1513.23,Yes
IND-01956,Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.1,3133.45,Yes
IND-01957,Female,1,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.28,736.23,No
IND-01958,Male,1,No,No,64,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),112.92,7617.2,No
IND-01959,Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),44.94,1287.91,No
IND-01960,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,28.39,150.71,Yes
IND-01961,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,60.7,540.65,No
IND-01962,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.42,631.82,No
IND-01963,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,48.78,472.0,Yes
IND-01964,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.84,2147.39,No
IND-01965,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),100.72,4169.27,Yes
IND-01966,Female,0,No,Yes,6,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.69,627.96,No
IND-01967,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,67.86,1264.21,No
IND-01968,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,102.97,3800.74,No
IND-01969,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,36.42,2479.22,No
IND-01970,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,46.4,2853.23,No
IND-01971,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.83,1834.77,No
IND-01972,Female,0,No,No,69,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,111.19,7490.57,No
IND-01973,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),94.91,6525.37,Yes
IND-01974,Female,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.04,2437.26,Yes
IND-01975,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),87.97,4660.35,No
IND-01976,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.31,896.7,No
IND-01977,Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,40.94,757.78,No
IND-01978,Male,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),106.4,6501.8,No
IND-01979,Female,1,Yes,No,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.68,4601.94,Yes
IND-01980,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,93.53,2908.66,No
IND-01981,Male,0,Yes,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,41.51,1659.16,No
IND-01982,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.49,160.33,Yes
IND-01983,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,101.93,2107.22,Yes
IND-01984,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),43.11,508.53,Yes
IND-01985,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.81,3188.3,No
IND-01986,Male,1,No,No,29,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.59,1812.41,Yes
IND-01987,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,74.08,633.18,Yes
IND-01988,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),82.1,2991.61,No
IND-01989,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,111.58,8080.38,No
IND-01990,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,94.9,6458.09,No
IND-01991,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,72.14,3120.08,No
IND-01992,Male,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.27,1109.07,No
IND-01993,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),33.51,174.08,No
IND-01994,Male,0,Yes,Yes,62,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.94,2204.49,No
IND-01995,Female,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),117.68,4655.57,Yes
IND-01996,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,100.39,1667.93,No
IND-01997,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.54,623.87,No
IND-01998,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,50.1,1494.85,No
IND-01999,Male,0,No,No,14,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),51.81,785.83,No
IND-02000,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.23,950.05,No
IND-02001,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,447.07,No
IND-02002,Male,0,No,No,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,62.78,2013.85,Yes
IND-02003,Female,0,No,Yes,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.85,5773.13,No
IND-02004,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,30.74,1043.14,No
IND-02005,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),26.3,133.13,No
IND-02006,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,84.17,1383.69,Yes
IND-02007,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,96.52,6216.43,No
IND-02008,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,44.1,2091.21,No
IND-02009,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,109.81,747.04,Yes
IND-02010,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.52,2632.84,Yes
IND-02011,Male,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.21,3742.28,No
